hashtags,favorite_count,retweet_count,user_location
OpenAccess,"0, 2, 4, 1, 5, 12, 29, 7, 3, 6, 21, 10, 9, 25, 73, 11","2, 7, 3, 35, 0, 6, 4, 11, 19, 1, 8, 66, 15, 22, 28, 5, 16, 55, 10, 30, 14, 122, 12, 31","Kiel und Hamburg, Bangalore, Votre Cerveau, Barcelona (Spain), brooklyn, ny., Kent, UK, United Kingdom, Buckinghamshire, Glasgow, Denmark, Toronto, ON, #gulfcoaster, Madrid, Toronto, Canada, Eindhoven, San Francisco, CA, Ile-de-France, France, Manchester, UK, Berlin, Oxfordshire, UK, Cranford, NJ, Hamburg, Five Continents, Berlin, Deutschland, chapel hill, north carolina, Los Gatos, CA, Wellington, Concepci�_n, Chile, Cape Town, South Africa, Thousand Oaks, CA, MIND, Dublin, Seattle, WA, USA, Washington, DC, Austria, Bristol, UK, Port Harcourt, Nigeria., Yeumbeul - Ngor - Dakar, NYC-ish, Global, London, England, Lancaster, UK, 60.148556,15.198852, Torino, Italy, London, Seattle, WA, Sydney, Australia, London, UK, Manhattan, Kansas, Great Falls, VA, Nairobi, Insurgentes Sur 1388, Piso 8, A surgical suite near you?, Toronto, Metro Atlanta, London, United Kingdom, Porto, Portugal, Naauwpoort, NWP, South Africa, Reston, VA, Bend, Oregon, Geneva, Switzerland, Niagara, ON, N 41��2' 0'' / E 28��58' 0'', Oslo, Norge, Pasadena, CA, Caltech Library, International, Urbana-Champaign, Illinois, York, England, Amsterdam, NC , Freiburg im Breisgau, Philadelphia, PA, Maryland and Maine, N 55��56' 0'' / W 3��11' 0'', New York, NY, Denver, CO, London, Beijing, Cambridge, MA, Atlanta, GA, Cambridge MA, Sewanee, TN, Boston, MA, Eindhoven, The Netherlands, USA, Visit the website:, Deutschland, Location: everywhere, so���ewhere , UK, Nice, Malaysia, The internet, New York City, Imperial College London, Berlin, Germany, Glasgow, UK, Vilnius, Lithuania, New Orleans, Strasbourg, Paris France, Cape Town, SA, Faversham, Falmer, London, EU, Berlin - Boston, �_rebro, Sweden, Hilversum, Noord-Holland, University of Michigan, Swansea/Victoriana, National Library of Sweden, Lansing, MI, Brooklyn, NY, Hamburg & Zeuthen, southern Africa, Washington DC, Swansea University, Wales, UK, Brussels, Belgium, Rome & Bonn, also Nairobi, Palmira, Valle del Cauca, Czech Republic, Cork, Ireland, Odivelas, Portugal, Milwaukee, WI, Sao Paulo, Brazil, Canandaigua, New York, Barcelona, Oslo, Lyon, France, Ukraine, Kyiv, Vancouver/Aguascalientes, Oxford, UK, France - Paris, College Station, TX, Ranchi, Jharkhand, Miami University, Between the Poles., london, ontario, Maastricht, The Netherlands, FAU COM Tweets are my own, Japan, ann arbor ��� chicago, Guildford, Surrey, UK, Port Harcourt, Nigeria, Open Access | ISSN: 2183-2803, Germany / UK, B��lgica, The Paleocene epoch (66-56 Ma), Near the desserts., Vienna, Austria, Hampshire, England, Paris, Paris & Cologne, Place Vend��me, Paris France, Europe, House of Clouds, Walthamstow, London, Okayama, Japan, Manchester, Poindimie, New Caledonia, South Africa, Switzerland, Singapore, singapore, greece & online, Finland, Northwich and London, UK, Valencia, Paris, France, Lyon, Alsace, France, Madison, Wisconsin, Doha, Qatar, Leeds, UK, Vrilissia, Attica, Greece, Bern, Schweiz, The Hague - NL, Gen��ve, The World, Cambridge, UK, Frankfurt am Main, Hessen, Damgan, ������܀�܉�܀_܀_܁�܁�܁_܁�܉�, Tokyo, Arizona State University, Portland, OR, Intermountain West, Arcata, CA, Culiac��n, Sinaloa, M��xico, Limoges, Limousin, Kreuzberg-Mitte, Berlin, Godalming, England, Evanston, IL, near Guelph, Ontario, Canada, Grand Rapids, MI, Sarasota, FL, Bradford, England, Illinois, USA, Hauts-de-Seine, Ile-de-France, Cambridge, England, Nantes - Paris - Bruxelles, New Mexico, USA, shenzhen,China, Toulouse, Toulouse, France, Riyadh, Saudi Arabia , Edinburg, Texas, Dublin, Ireland, Shanghai, PRC, Pendergrass AG-VET MED Library, Vienna, Skopje, Macedonia, Yenagoa, Nigeria, Nancy, Valencian Land, Spain, Stuttgart, Germany, M��xico, Yeovil, Nancy et Metz, Seattle, WA, US, Montreal, Quebec, Mexico, Chicago, IL, Copenhagen, Charlotte, NC, M��xico, DF, Nashville, TN, Oxford, UK , district of cololumbia, St Albans, Vermont, Melbourne, Australia, Northeast Georgia, LHR | SFO | SEA, 17 Fitzhardinge Street, W1H6EQ, Grims�_ (SE) & everywhere else, Universit�� Paris Ouest, Poitiers, Poitou-Charentes, Toronto, Ontario, Nowhereland, Aix Marseille (PACA), SL,UT, BLA, France, Leeds, Venezuela, Ile de France, Austin, Texas, Avignon, France, Oslo, Norway, Kristansand, Mountain View, ��_Ϋ�·����·���_, Oregon, Na pola (m��is enxebre), Catalonia, Spain, Omaha, Nebraska, Boston, MA & Washington, DC, Arlington, VA  USA, Somerset West, England, Cornwall, Ontario, Canada, Kuala Lumpur/Malaysia, Aberdeen, Scotland, Trieste, Friuli-Venezia Giulia, Canada, Earth, Columbus, OH, Jalisco,M��xico., Winnipeg, Manitoba, Germany, Berlin  |  Berkeley , Exeter, Oklahoma City and Tulsa, #CambridgeNZ, Italia - M��xico, University of Dundee, La Plata, Market Harborough, England, The Rim, Chirk/Manchester, Turkey
, South West, England, Delft, Vancouver, BC, Canada, Senegal, ilkley, Blue Mountains, Australia, Victoria, Australia, Australia, leeds,west yorkshire,uk, Vrilissia, Greece, Taipei, Aalborg, Netherlands, India, California, USA, Toronto, ON, Canada, Heidelberg, California | New Hampshire, Bloomsbury, London, Washington D.C., Brisbane, Queensland, Rom, Innsbruck, Darmstadt, Durham, NC, P. J. Lewis, CONEY ISLAND, Toronto, Dish with One Spoon, L.A., Around the World, 52.271881,-3.983864, Maple Ridge, British Columbia, Nijmegen, Nederland, Columbia, MO, Canterbury, UK, La Tierra, mis��skwat��minihk / saskatoon, Oxford, England, Mainz - Darmstadt - Berlin, Sheffield, Tenerife ��� Spain, Niort, Poitou-Charentes, Lausanne (Switzerland), loading..., Kingston upon Hull, UK, England, United Kingdom, Manchester, England, Burlington, VT, DC Metro Area , Stirling, Birmingham, UK, Riga, Alexandria, T�_bingen, Baden-W�_rttemberg, Louvain-la-Neuve (Belgium), London & Oxford, UK, Leicester, UK, Bristol, Strasbourg, Loiret-nord, Dundee, Boston-ish, Schillerplatz 3, 1010 Wien, Earthling, Starting with planet Earth., Newcastle upon Tyne, UK, Reims, Champagne-Ardenne, NL, Athens, Greece, Aix-en-Provence, France, Potsdam/Berlin, Germany, Neuss/Aachen, Gold Coast, Boise, ID, Belgium, France, Grande Bleue, Scotland, Dresden, Minneapolis, MN, Dublin, Ireland (usually), US-Pacific, Rotterdam / Gouda  Nederland, Barcelona, Palma, Public Health England, 71083, france, Paris Est Cr��teil (UPEC), London,UK, Torino, Piemonte, Orange County, California, London UK, Altadena California, USA, Lima, Per�_, New York ��� Oxford, Maryland, U.S., Cambridge, MA USA, palma de mallorca, Marseille, France, Ottawa, Ontario, Regensburg, Fujian-Beijing-Madison-Detroit, University of Cambridge, Kidlington, UK, Dresden, Sachsen, Germany, London/Berlin, Saratoga, CA, Edinburgh, United Kingdom, Roma (Italy), Edinburgh, Stockholm , chennai, Global Services, Wyoming State Library, TBD, UIO - ECUADOR, Cambridge, Dundee, UK, Italia, Belfast, Kyiv, prague, czech republic, Logan, Utah, breda nederland, Charlottesville, Virginia, Heidelberg, Germany, Lancaster University, Louth, Ireland, Oslo, Norway / Oxford, UK, St Andrews, Scotland, UK, Salford, England, Lorraine, France, Per�_, A secure, hidden bunker., Ballarat, Victoria, Australia, Sheffield/Knaresborough, England, Bridgend / Port Talbot, Notionally in Edinburgh, UK, New York - Madrid -Tokyo, Urbana, IL, Essex, London, Liverpool, M�_nich"
Oligocene openaccess,0,0,"Leiden, The Netherlands"
Obstetric female fertility Anglo openaccess,"0, 2",1,"Preston, Lancashire, Preston, Lancashire, UK"
OZP OpenAccess polsci,0,1,"IHS Vienna, AT, Austria"
ORCID,"1, 0","1, 0","London, United Kingdom, Saskatchewan, Canada, London, Beijing"
OPENACCESS UpdatedCochraneReview exercise,"0, 6",7,"UK, Dublin (London from July 2016), Kingston, Jamaica, Buckinghamshire, Exeter "
OPENACCESS SCI respiratory,2,0,Dublin (London from July 2016)
OPENACCESS,"2, 0","1, 3, 0","New York & London, Submit: http://ow.ly/KUqhB, Dublin (London from July 2016), Dublin, Buckinghamshire"
OJOALDATO openaccess,0,1,"M��xico, Buckinghamshire"
OER openaccess opened unesco Hewlett_Found openeurope,0,"1, 0","Slovenia, Slovenia, Ljubljana, Brasil"
OER openaccess opened unesco,"0, 1",3," #Slovenia,  #France, Paris, France, San Francisco Bay Area"
OER openaccess opened cgreen Hewlett_Found openeurope creativecommons,2,0,
OER highered openaccess,2,0,"San Mateo, CA"
OER STEM openaccess,0,3,"New Hampshire, USA"
OAcountdown research OpenAccess 1April,"0, 1","1, 0","University of Leeds, Leeds University Library, Leeds, England"
OAcountdown openaccess REFready,0,1,"Leeds, UK, Buckinghamshire, Leeds University Library, North Wales"
OA80ssongs openaccess,"0, 15, 1","2, 8","Glasgow, Cambridge, UK, Northampton, MA, Rio de Janeiro, Brasil, Denton, Texas, Arlington, TX, Mountain View, Rochester, NY, Halifax, NS"
OA80ssongs OpenAccess,"2, 0",2,"London, Swansea, Wales, UK, Preston, Lancashire, UK"
OA2020 openaccess,0,"1, 0","Buckinghamshire, Trento, A Coru��a"
OA2020 OpenAccess,1,0,"Vrilissia, Attica, Greece"
OA2020 OA openaccess,0,0,"Paris, France"
OA physics reviews Elsevier openaccess,"0, 1",1,Amsterdam
OA opendata openaccess openscience,0,1,"Potomac Falls, Virginia, United States"
OA openaccess publishing,"3, 0",2,"He/Him/His, New York, NY, Ithaca, NY"
OA openaccess closedjournals,"1, 0",6,"Olympia, WA, United Kingdom, Sydney, New South Wales, Toronto, Canada, Vancouver"
OA openaccess,"0, 2, 1","0, 2, 4, 1","Knoxville, TN, London, Migration is Beautiful, UK, Oxford, UK, Buckinghamshire, County Kildare, Ireland, Australia, Kent, Maastricht, The Netherlands, Austria, www.tandfonline.com/rcms "
OA oa,0,0,Australia
OA journal openaccess,0,0,"Cambridge, FBC"
OA Openaccess,0,2,"Buckinghamshire, Cincinnati, OH, Australia, NSW"
OA OpenAccess OpenScience animation,"0, 1",1,"Berlin, Cloud"
OA OpenAccess,0,"2, 9","Vienna, Austria, Gerona, Catalu��a"
OA OAjournalsmarket,0,10,"Ile-de-France, France"
OA OA80ssongs,"2, 0",4,"Hampshire, England, Preston, Lancashire, UK, Glasgow"
OA NetworkGovernance OpenAccess,"2, 0",2,"Washington, DC, Ames, IA, Baltimore, MD"
OA Climatechange DestinyStudies openaccess,0,3,"UK, Chicago, IL, Oxford, UK"
OA,0,"0, 4","Edinburgh, Australia"
Nota OpenAccess AccesoAbierto,"1, 0",1,"La Plata, Argentina, Buckinghamshire"
Nonprofit openaccess opensource ethics moral science,0,3,
Nigerian Research OpenAccess Journals,"0, 1",3,"Lagos, Nigeria, Calabar"
Newsletter,0,3,"Ile-de-France, France"
NeuroImage openaccess,"0, 12",5,"St. John's, NL, Canada, Washington, DC, Zaragoza , Zurich, Suiza, Oxford, UK and Boston, US, M��xico"
Museums openaccess,0,0,Loughborough
MuseumWeek openaccess,0,0,London
MuseumWeek futureMW,0,7,"Ile-de-France, France"
MuseumWeek arte China Asia openaccess,"8, 0",8,"Granada, Espa��a, Espa��a, Elisabets 10, 08001 Barcelona, Argentina, Granada, Andaluc�_a, Navegando la sinogalaxia, Barcelona, Catalunya, Barcelona"
MuseumWeek ArchInf openaccess,0,1,
Mitochondrial OpenAccess,"1, 0",1,"London, UK, Buckinghamshire"
Micropollutant waterresearch openaccess,"0, 3",5,"Soria, Spain, Shanghai, China, Gent, Belgi��, TU Delft"
MedicalWriter Medicine MD OpenAccess Pharmaceutical,1,0,Hong Kong
MathAware openaccess mathematic,"0, 1",0,"Abingdon, UK"
MarieCurie Mus��ecurie,0,23,"Ile-de-France, France"
MYANMAR OpenAccess,"0, 1",1,"singapore, greece & online, Vilnius, Lithuania"
MFL openaccess,1,0,"Nottingham, UK"
LoiCreation,0,4,"Ile-de-France, France"
Locky ran�_ongiciel,0,1,"Ile-de-France, France"
LiverDisease ILC2016 openaccess HMAP,0,0,Global
Live Periscope OpenAccess AskMuoio,"1, 0",1,"West Palm Beach, FL"
Lithuania OpenAccess opendata,"0, 5",7,"Senegal, Formby, Lancashire, Hilversum, Noord-Holland, Yeumbeul - Ngor - Dakar"
Lithuania OpenAccess,0,0,"Vilnius, Lithuania"
Libert��DePanorama,0,50,"Ile-de-France, France"
Leibniz OpenAccess,0,0,
LegalTech OpenAccess,"3, 0",3,"France . , Paris, France"
LearningHealthSystems OpenAccess,1,0,"Ann Arbor, Michigan"
Leadership Education openaccess edchat liderazgo,0,0,"Valpara�_so, Chile"
LawLibrarian OpenAccess,0,1,Buckinghamshire
Law Computer Info Science Govt Policy OpenAccess HEFCE,0,0,"Glasgow, Scotland"
LatinAmerica openaccess,"0, 2",4,"Roma, Quito, Ecuador, Bogot��"
LatinAmerica OpenAccess,"0, 9",16,"Boston, MA, New Brunswick, Canada, Formby, Lancashire, Finland, Arlington, TX, Minneapolis, MN, Glasgow, Louisville, KY, UAEM, Milagro, Ecuador, Germany / UK, Montpellier, The World, T�_bingen, Baden-W�_rttemberg, Buenos Aires"
LLI_ OpenAccess WeSpeechies,"0, 6",2,"Worldwide , Ireland "
LGRB enclosures workflow,0,5,"Ile-de-France, France"
LBF16 openaccess,0,1,Berlin
Kulturgutschutz CitizenScience openaccess Arch�_ologie,"1, 0",1,"Mainz-Kastel, Germany"
KnowledgeUnbound openaccess mobi kindle epub PDF,2,0,
Knowledge grant openaccess,"2, 0",1,Silicon Valley
Karakoram OpenAccess,"1, 0",2,"Kathmandu, Nepal, Buckinghamshire, United Kingdom"
Karadzic ICC,0,0,"London, mostly"
JourneeDesDroitsDesFemmes,0,5,"Ile-de-France, France"
Journalism OA OpenAccess Strath,0,0,"Glasgow, Scotland"
JeSLIB openaccess exposure impact innovation datalibs,"5, 0",4,"Worcester, MA, Indiana, Montr��al"
JISC OA academics OpenAccess,0,0,"Glasgow, Scotland"
JIPES2016,0,5,"Ile-de-France, France"
JEAHIL openaccess,"0, 1",4,"Espa��a, Spain, Buckinghamshire, Sevilla, Dublin City, Ireland"
JDisSoc,"0, 3",5,International
Ireland openaccess Africa,0,2,"Dublin, Ireland, Ireland, Buckinghamshire"
InventTheFuture opendata VirginiaTech,"4, 0",1,"Blacksburg, VA"
Internet via science OpenAccess ASAPbio,2,0,Europe
InfectingCT openaccess publicart capetown,0,1,"Cape Town /\/��������\/\, RSA, Cape Town"
Indigenous openaccess,"0, 1","2, 0","Sydney Australia, Sydney, Australia, Buckinghamshire"
InSHS,0,5,"Ile-de-France, France"
IN302,0,0,
IEEEAccess openaccess,"5, 0",7,"Tom�� - Chile, Staten Island, NY, USA, JAPAN, coimbatore, Neuried, Bayern, Istanbul & Ankara"
Hybrid OA Openaccess publishers,0,4,"Portland, OR"
Humboldt Kosmos openaccess avhkv,"0, 1",1,"Berlin, Deutschland"
Horizon2020 openaccess,"0, 1",1,
HistSci openaccess,"0, 1","1, 0","London, New York/Cambridge, Cambridge, UK"
HigherEd research openaccess,0,2,"Oxford, UK, Buckinghamshire"
HeritageMW MuseumWeek Arte China Asia openaccess,"1, 0",2,"Granada, Espa��a, Argentina, Granada, Andaluc�_a"
Heritage OpenAccess SfAA2016,0,1,"London and Tampa, Buckinghamshire"
HealthInformatics OpenAccess,"0, 1","0, 1","British Columbia, Canada, International, Buckinghamshire, Australasia"
Health OpenAccess,0,1,
HansBrosamer drawings openaccess,2,1,
HPV openaccess,"0, 2","0, 2","Sydney Australia, Buckinghamshire, Victoria, Australia"
HEFCE openAccess,"0, 4",6,"University of Warwick, Ruardean, Gloucestershire, UK, Buckinghamshire, Swansea, Wales, UK, Just behind an apocalypse."
HEFCE OpenAccess Policy accepted OA,0,0,"Glasgow, Scotland"
H800 H817,0,0,Hong Kong
H2020 openaccess,0,6,"Bristol, Athens , Ostrava, Czech Republic"
GrossHumanRightViolation DignityforVictims openaccess samuelOkonta RIVERSRERUN,0,0,"Port Harcourt, Nigeria"
GrossHumanRightViolation DignityforVictims openaccess samuelOkonta,0,"1, 0","Port Harcourt, Nigeria, Port Harcourt Nigeria, with you"
GraphicMedicine openaccess,0,9,
GoldenGooseAward AddHealth OpenAccess,0,1,"Buckinghamshire, Washington, DC"
Geology Fossils Education openaccess dinosaurs,"0, 2",7,"London, University of Bristol, Playing hookie , UK, Bristol, United States, Internet"
GeoData OpenAccess,"1, 0",0,MMX/NYC/AUH
GWAS openaccess,0,1,"Doha, Qatar"
GO_GN xMOOCs openaccess lifelonglearning developingsettings,"0, 2",1,"Milton Keynes, UK, Milton Keynes, England"
GO_GN openaccess,1,0,"Milton Keynes, England"
GLAM OpenAccess CreativeCommons,1,0,Australia
FutureMW MuseumWeek,0,11,"Ile-de-France, France"
Fukushima openaccess Limnology,0,1,Buckinghamshire
FreedomAPC OA openaccess,0,1,Buckinghamshire
FreeLawAfrica OpenAccess FreeLaw FreeAccessToLawMovement ConstitutionalDemocracy Respect BillOfRights,"0, 1",3,"Cape Town, South Africa"
FreeLawAfrica OpenAccess BeInformed,0,0,
Free OpenAccess teachers language education,0,1,Global
Francia OpenAccess FOP,"1, 0",2,"Italia, PER FIRMARE APPELLO CLICCA QUI"
France OpenAccess,0,1,"Buckinghamshire, Odivelas, Portugal"
FossilFriday VNHM openaccess,"0, 3",5,"San Francisco, CA, Buckinghamshire, La Plata, The Paleocene epoch (66-56 Ma), Kent, UK, Internet"
FirstIssue openaccess,0,0,"Basel, Switzerland"
Fertilizers openaccess TBT,"1, 0",1,University of Waterloo
FORCE11 openaccess,0,4,"Torino, Piemonte"
FOIA FlintWaterCrisis,0,1,"Blacksburg, VA"
FOAMed FOAMcc openaccess,"0, 1",5,"Thailand, Greece, Pereira Colombia , London, London, UK"
FF openaccess research,2,0,London
FAbdx,0,2,"Ile-de-France, France"
FASTR OpenAccess research,"0, 5",3,"Boston, New York, NY"
FASTR OpenAccess,"1, 0",3,"NYC, US-Pacific"
ExtDiff openaccess bioinformatics,0,3,"Charlottesville, VA"
EventTourism openaccess literaturereview,0,0,"Oxford, UK"
Event unisg openaccess,0,2,"Buckinghamshire, St.Gallen"
Europe num��rique,0,13,"Ile-de-France, France"
Espresso ParkinsonsDisease sleep openaccess,0,0,"Tucson, AZ"
Epigraphy openaccess,2,0,"Rome (Italy), London, New York"
EndOfAnEra library internet openaccess,0,0,Lancaster University
EmergencyComms OpenAccess SafetyInHospital,0,0,"Newcastle, NSW Australia"
Elsevier openaccess creativecommons CCBY,3,0,Lausanne
Elsevier openaccess,0,1,"Vienna, Vienna, Austria, Trento, Buckinghamshire"
Elsevier costofknowledge oa openaccess,"0, 3",3,"Glasgow, Cologne, Germany, Denton, Texas, Regensburg"
Elsevier Wiley openaccess WellcomeTrust,0,0,London
Elsevier,0,0,"Angers, France"
ElonMusk PLOS openaccess,0,0,FAU COM Tweets are my own
EasterSunday OpenAccess pathology cancers genital,"2, 0",2,"London, UK, Lagos, United States"
EasterMonday OpenAccess newborn deaths mortality,0,0,"London, UK"
EU2016NL openaccess,0,2,The Hague and Utrecht 
EU Ukraine openaccess,"6, 0",3,"Helsinki, Finland, Tampere"
ESSHC2016 openscience openaccess,1,0,"Brixen, Italy"
ESSHC2016 OpenAccess History Environment,0,0,"Turnhout, Belgium"
ESR RUE2016,0,1,"Ile-de-France, France"
ERC oa2020ini openaccess,0,9,
EPRIST openaccess,0,1,"Dijon, Bourgogne, Paris"
EJVESeditorial openaccess,0,1,"Guatemala, ESVS"
EJVESEditorsChoice BEVAR EVAR openaccess,"1, 0",1,"ESVS, Guatemala"
EJVESCoupdOeil openaccess,0,0,ESVS
EJVESCoupDoeil EVAR openaccess,"0, 2",5,"Bloomington, IN, Buckinghamshire, University of British Columbia, ESVS"
EIFL oa openaccess,"0, 1","1, 0","Li��ge - Belgium, Lyon, France, Buckinghamshire"
ED foaned openaccess,0,2,
DontGiveUp Fridays openaccess scientificadvances,"0, 1",1,
Docking Similarity DrugDiscovery MedChem OpenAccess,"0, 2","0, 2, 1","London, England, Bad D�_rkheim, Rheinland-Pfalz, Oxford"
Digitalisierung openaccess openscience Forschungsdatenmanagement,"0, 4",6,"M�_nster, Berlin | Xhain, Berlin, Deutschland, Berlin"
DevEcon openaccess,0,3,
DemandSideManagement OpenAccess SmartGrid,0,0,"Edinburgh, UK"
DataScience openaccess,"2, 0",2,"Japan, Buckinghamshire"
DataScience OpenAccess,0,20,"The South, �_�����_���������_��..������ �_������, s��o paulo, Alcobendas, Comunidad de Madri, Macedonia, France"
DataScience Ethics privacy datasharing openaccess RRI,"5, 0",2,"Valencia, Brighton"
DarkTourism Death Tourism TTOT oa openaccess,0,1,"Preston, Lancashire, UK"
DakarDeclaration OpenAccess bibsen kebetu,"0, 2",2,"Senegal, Dakar, SENEGAL, Dakar/S��n��gal"
Dakar openaccess opendata openscience,"0, 9, 1","7, 2","Vilnius, Lithuania, Leuven Belgium, LHR | SFO | SEA, Potomac Falls, Virginia, Dakar/S��n��gal, Cameroon, Yeumbeul - Ngor - Dakar, Kampala,Uganda"
Dakar OpenAccess OpenData OpenScience BU kebetu,"0, 3",2,"Senegal, Yeumbeul - Ngor - Dakar"
DSpace openaccess opensource repository,"1, 0","0, 1","Ithaca, NY, Casalecchio di Reno"
DLI slpeeps edchat,"2, 0",1,
DIY HACK PoppyErgoJR openaccess robotics,0,1,"Grenoble, Rennes"
DH,0,6,"Ile-de-France, France"
CulturaLibre AccesoAbierto openculture openaccess,0,0,"Rocha, Uruguay"
Croatia Israel openaccess,0,0,Brussels.
CostaRica openaccess repository,0,0,International
Construcci�_nSocial violencia openaccess accesoabierto,2,1,Catalunya
ConocimientoAbierto openaccess MOOC,0,22,"Buenos Aires, Argentina"
ConocimientoAbierto MOOCs OpenAccess OpenData OpenInnovation,0,1,"Le�_n, Guanajuato, Potomac Falls, Virginia"
ConductProblems depression openaccess,"2, 0",1,"London, Buckinghamshire"
Computer Info OA Science OpenAccess,0,0,"Glasgow, Scotland"
Commons ijc ostrom oa openaccess,0,"0, 2","Utrecht, Netherlands, Hilversum, Noord-Holland, UK"
ColectivoIOE CienciasSociales OpenAccess,0,0,
Codesria openaccess,0,"1, 0","Leiden, Leiden, The Netherlands"
ClimateChange OpenAccess PopulationEcology,"1, 0",3,"Worldwide, Santiago, Chile, Cape Town, South Africa"
CityLogistics openaccess,"2, 0",3,"Oxford, UK, Buckinghamshire, Geneva, Torino, Italia"
China documental openaccess,"0, 12",9,"Beijing / Barcelona, Granada, Espa��a, Barcelona, Granada, Andaluc�_a, Navegando la sinogalaxia, Badalona, Osaka�_�Japan�_�, Busan, Corea del Sur"
Cesiumnitrate,0,0,
Cartographie,0,5,"Ile-de-France, France"
CartelLand Publicidad bares decoracion decoration openaccess ClosedAccess negocios hogar Home handmade,3,1,Las Palmas de Gran Canaria
CapeTownConvention OpenAccess,0,1,"Oxford, England"
CancerMoonshot OpenData OpenAccess hcsm,0,2,"Washington State, USA, Raleigh, NC"
CancerMoonshot Epidemiology OpenAccess,0,3,"Buckinghamshire, United States, Washington State, USA"
Cancer endcancer openaccess,"0, 3",2,"Bethpage, NY, Houston, Texas"
Cancer adaptive evolutionary mechanism openaccess,"0, 1",0,United Kingdom
California Tuberculosis FREE OpenAccess OA,0,0,www.springer.com
CahiersBalkaniques OpenAccess,0,0,"2, rue de Lille, Paris 7e"
CSCL CSCW OpenAccess OER OpenData,0,0,"Popay��n, Colombia"
CRISPR OpenAccess,0,0,"London, UK, London, Beijing"
CONOCIMIENTOABIERTO MOOCS OPENACCESS OPENDATA,"0, 12",14,"India, Caracas, Venezuela, United Nations. New York, USA, Cocorit, Sonora., San Jose - Costa Rica, Neuqu��n, Argentina, Am��rica Latina y el Caribe, Argentina Jujuy, M��xico DF, Guanajuato, Venezuela"
CODESRIA OpenAccess,"0, 5",5,"Senegal, Yeumbeul - Ngor - Dakar, Vilnius, Lithuania, Poitiers"
CNRSlejournal Prom��t��e,0,9,"Ile-de-France, France"
CFP openaccess,"0, 1",3,"Regensburg, Tweets may be scheduled , Buckinghamshire, Leamington Spa"
CAPHCPresents adolescentdatingviolence openaccess,"0, 1",1,"Ottawa, Canada"
Burns openaccess,"0, 3","4, 1","Victoria, Australia, Global from Australia, Sydney Australia, Tweets are my own"
Bromodomains MedChem Druggability OpenAccess,"3, 0","1, 0","London, England, South Horrida"
Brainhack openaccess openscience,"2, 0",1,"Stockholm, Sweden, Lausanne, Switzerland"
Bitcoin narino openaccess,0,1,"Ipiales, London, Barcelona, Buckinghamshire"
Bitcoin OpenAccess,"0, 8",10,"London, UK, UK, Bottom of the sea of air, Paris, SF Bay Area / Boston, Niagara, ON, San Francisco and London, Italy, San Francisco, CA, Dublin, Ireland "
BiosciReports OpenAccess,0,"1, 0","Buckinghamshire, London, United Kingdom, London, Beijing, London, UK"
Biology Preprints openaccess progressinscience,0,0,
Biography Internet OpenAccess,0,0,The interwebs
Bioenergy SustainableDevelopment openaccess,0,0,"Copenhagen, Denmark"
BiochemJ OpenAccess,"0, 1","1, 0","Buckinghamshire, London, Beijing, London, UK, Culiac��n, Sinaloa, M��xico, London, United Kingdom"
BigData openaccess oa,0,0,"New Hampshire, USA"
Bibliotherapie Therapie openaccess,"1, 0",1,"M�_nster, Buckinghamshire"
Bible WorldNews openaccess,"2, 0",1,"Sandy Hook, CT USA, Buckinghamshire"
Bible WonderVault openaccess,0,1,"Buckinghamshire, Sandy Hook, CT USA"
Berlin OpenAccess,"0, 8","14, 0","Berlin, Deutschland, Bremen & Berlin, Berlin, Karlsruhe, Germany, M�_nster, Karlshorst, Berlin, London/Berlin, here and there, Buckinghamshire, Hamburg"
BeDigitalBerlin openaccess,3,0,"Berlin, Deutschland"
Barley craftbrewing openaccess,0,1,"Buckinghamshire, Madison, WI"
BRNReviews openaccess RespiratoryHealth TocAlert,0,0,Barcelona
BRII openaccess canyousayaltmetrics,0,1,"Berkeley, CA, Buckinghamshire"
AutismSpectrumDisorder autism openaccess OA,0,1,
Asymmetric super openaccess editors,"0, 2",3,"Europe - Asia - Pacific, Japan, Los Angeles, CA, Rio de Janeiro, Brazil"
Astrophysics openaccess,"0, 3","2, 0","bologna, Trieste, Italy, Milan, Lombardy"
Art�_culos Lengua migraci�_n linguistics journal openaccess,0,0,Universidad de Alcal��
Arte Asia China openaccess,"0, 7",7,"Barcelona, Granada, Espa��a, Granada, Andaluc�_a, Elisabets 10, 08001 Barcelona, Granada, Busan, Corea del Sur"
Arch�_ologie OpenAccess,"0, 2",4,"Siegen, Forchheim, Germany, Buckinghamshire, Hamburg"
ArchiveFridays openaccess heritage,0,1,"Boston University, Boston, MA"
ArchiveFridays openaccess,0,1,"University of York, Boston University, Boston, MA"
AprilFools openaccess,"0, 2",3,"Hull, England, London, Glasgow"
AprilFools,0,8,"Ile-de-France, France"
ApostaDigital openaccess journals socialscience,"0, 3",1,"Spain - Madrid, Madrid"
Alternative Fuels new openaccess book biofuels,0,0,Croatia
Afrique OpenAccess bibsen kebetu,0,0,Yeumbeul - Ngor - Dakar
AccesoAbierto openaccess,0,1,Catalunya
AccesoAbierto OpenAccess CreativeCommons,0,4,"C697 501C C221 95F7 E803 9A18 , Ecuador"
Academics journals openaccess,"1, 0",1,"Salt Lake City, UT, London, England"
AcademicHipster OpenAccess,3,0,Palo Alto
